"id","postcode","place_name","state_name","state_code","latitude","longitude"
1,"200",AUSTRALIAN NATIONAL UNIVERSITY,AUSTRALIAN NATIONAL UNI LPO,ACT,-35.2770004,149.117004
2,"221",BARTON,NULL,ACT,-35.2010002,149.095001
3,"800",DARWIN,DARWIN DELIVERY CENTRE,NT,-12.8009996,130.955002
4,"801",DARWIN,DARWIN DELIVERY CENTRE,NT,-12.8009996,130.955002
5,"804",PARAP,PARAP,NT,-12.4320002,13.0839996
6,"810",ALAWA,DARWIN DELIVERY CENTRE,NT,-12.3780003,130.876999
7,"810",BRINKIN,DARWIN DELIVERY CENTRE,NT,-12.3669996,130.869003
8,"810",CASUARINA,DARWIN DELIVERY CENTRE,NT,-12.3760004,130.850006
9,"810",JINGILI,DARWIN DELIVERY CENTRE,NT,-12.3850002,130.873001
10,"810",LEE POINT,DARWIN DELIVERY CENTRE,NT,-12.3599997,130.891006
11,"810",MILLNER,DARWIN DELIVERY CENTRE,NT,-1.23899996,130.863998
12,"810",MOIL,DARWIN DELIVERY CENTRE,NT,-12.3870001,130.878998
13,"810",NAKARA,DARWIN DELIVERY CENTRE,NT,-12.3690004,13.0869999
14,"810",NIGHTCLIFF,DARWIN DELIVERY CENTRE,NT,-12.382,130.852997
15,"810",RAPID CREEK,DARWIN DELIVERY CENTRE,NT,-12.3870001,130.863998
16,"810",TIWI,DARWIN DELIVERY CENTRE,NT,-12.3629999,13.0869999
17,"810",WAGAMAN,DARWIN DELIVERY CENTRE,NT,-12.3789997,130.886002
18,"810",WANGURI,DARWIN DELIVERY CENTRE,NT,-1.23699999,130.888
19,"811",CASUARINA,CASUARINA,NT,-12.3760004,130.850006
20,"812",KARAMA,DARWIN DELIVERY CENTRE,NT,-12.3999996,130.912994
21,"812",LEANYER,DARWIN DELIVERY CENTRE,NT,-12.3760004,130.899994
22,"812",MALAK,DARWIN DELIVERY CENTRE,NT,-12.3920002,130.904007
23,"812",MARRARA,DARWIN DELIVERY CENTRE,NT,-12.3959999,130.882004
24,"812",WULAGI,DARWIN DELIVERY CENTRE,NT,-12.3839998,130.897003
25,"814",NIGHTCLIFF,NIGHTCLIFF,NT,-12.382,130.852997
26,"820",BAGOT,DARWIN DELIVERY CENTRE,NT,-12.4099998,130.856003
27,"820",BAYVIEW,DARWIN DELIVERY CENTRE,NT,-12.4399996,130.856003
28,"820",CHARLES DARWIN,DARWIN DELIVERY CENTRE,NT,-12.4429998,130.843994
29,"820",COONAWARRA,DARWIN DELIVERY CENTRE,NT,-12.4300003,130.882004
30,"820",CULLEN BAY,DARWIN DELIVERY CENTRE,NT,-12.4540005,130.822006
31,"820",EAST POINT,DARWIN DELIVERY CENTRE,NT,-12.4259996,130.835999
32,"820",FANNIE BAY,DARWIN DELIVERY CENTRE,NT,-12.4230003,130.835999
33,"820",LARRAKEYAH,DARWIN DELIVERY CENTRE,NT,-12.4589996,130.830002
34,"820",LUDMILLA,DARWIN DELIVERY CENTRE,NT,-12.4250002,130.850998
35,"820",PARAP,DARWIN DELIVERY CENTRE,NT,-12.4320002,13.0839996
36,"820",STUART PARK,DARWIN DELIVERY CENTRE,NT,-124.389,130.843002
37,"820",THE GARDENS,DARWIN DELIVERY CENTRE,NT,-1.24600005,130.841003
38,"820",THE NARROWS,DARWIN DELIVERY CENTRE,NT,-12.4250002,130.858994
39,"820",WINNELLIE,DARWIN DELIVERY CENTRE,NT,-12.4259996,130.882004
40,"820",WOOLNER,DARWIN DELIVERY CENTRE,NT,-1.24300003,130.848007
41,"821",WINNELLIE,WINNELLIE,NT,-12.4259996,130.882004
42,"822",ACACIA HILLS,DARWIN DELIVERY CENTRE,NT,-12.7989998,131.130997
43,"822",BEES CREEK,DARWIN DELIVERY CENTRE,NT,-12.5710001,131.059006
44,"822",COX PENINSULA,DARWIN DELIVERY CENTRE,NT,-12.7150002,130.875
45,"822",DALY RIVER,DARWIN DELIVERY CENTRE,NT,-13.9879999,130.401993
46,"822",FLEMING,DARWIN DELIVERY CENTRE,NT,-1.40499997,131.412003
47,"822",GUNN POINT,DARWIN DELIVERY CENTRE,NT,-12.316,131.128998
48,"822",LAMBELLS LAGOON,DARWIN DELIVERY CENTRE,NT,-12.5690002,131.237
49,"822",LIVINGSTONE,DARWIN DELIVERY CENTRE,NT,-12.7299995,131.037994
50,"822",MANINGRIDA,DARWIN DELIVERY CENTRE,NT,-12.0860004,134.270996
51,"822",MARRAKAI,NULL,NT,-12.3610001,130.876007
52,"822",MCMINNS LAGOON,DARWIN DELIVERY CENTRE,NT,-12.5419998,131.078995
53,"822",MIDDLE POINT,DARWIN DELIVERY CENTRE,NT,-12.6459999,131.014999
54,"822",MILIKAPITI,DARWIN DELIVERY CENTRE,NT,-12.4110003,130.947998
55,"822",NGUIU,DARWIN DELIVERY CENTRE,NT,-11.7639999,130.313995
56,"822",OENPELLI,DARWIN DELIVERY CENTRE,NT,-12.4139996,132.987
57,"822",POINT STEPHENS,DARWIN DELIVERY CENTRE,NT,-23.7210007,133.884003
58,"822",PULARUMPI,DARWIN DELIVERY CENTRE,NT,-12.4469995,131.003998
59,"822",SOUTHPORT,DARWIN DELIVERY CENTRE,NT,-12.7419996,130.955994
60,"822",UMBAKUMBA,DARWIN DELIVERY CENTRE,NT,-13.8479996,136.427994
61,"822",WADEYE,DARWIN DELIVERY CENTRE,NT,-1.41700006,13.0129995
62,"822",WAGAIT BEACH,DARWIN DELIVERY CENTRE,NT,-12.4329996,130.748001
63,"822",WEDDELL,DARWIN DELIVERY CENTRE,NT,-12.434,13.0839996
64,"822",WINNELLIE,DARWIN DELIVERY CENTRE,NT,-12.4259996,130.882004
65,"822",WOOLANING,DARWIN DELIVERY CENTRE,NT,-12.4189997,130.949005
66,"828",BERRIMAH,BERRIMAH,NT,-12.474,130.906998
67,"828",KNUCKEY LAGOON,BERRIMAH,NT,-12.4259996,130.934006
68,"829",HOLTZE,DARWIN DELIVERY CENTRE,NT,-14.46,132.279999
69,"830",DRIVER,PALMERSTON DC,NT,-12.4870005,130.972
70,"830",DURACK,PALMERSTON DC,NT,-12.1929998,136.763
71,"830",FARRAR,PALMERSTON DC,NT,-12.4799995,130.996994
72,"830",GRAY,PALMERSTON DC,NT,-12.3839998,130.871994
73,"830",MARLOW LAGOON,PALMERSTON DC,NT,-12.4460001,130.923004
74,"830",MOULDEN,PALMERSTON DC,NT,-12.5109997,130.973999
75,"830",PALMERSTON,PALMERSTON DC,NT,-12.4799995,130.983994
76,"830",SHOAL BAY,PALMERSTON DC,NT,-12.3940001,130.923996
77,"830",WOODROFFE,PALMERSTON DC,NT,-12.5039997,130.981003
78,"830",YARRAWONGA,PALMERSTON DC,NT,-12.4709997,130.983994
79,"831",PALMERSTON,PALMERSTON DC,NT,-12.4799995,130.983994
80,"832",GUNN,PALMERSTON DC,NT,-12.4919996,130.990005
81,"832",MITCHELL,PALMERSTON DC,NT,-12.46,130.837006
82,"832",ROSEBERY,PALMERSTON DC,NT,-12.5010004,130.988007
83,"832",ROSEBERY HEIGHTS,PALMERSTON DC,NT,-12.5010004,130.988007
84,"835",HOWARD SPRINGS,HOWARD SPRINGS LPO,NT,-1.24800003,131.029007
85,"835",VIRGINIA,HOWARD SPRINGS LPO,NT,-12.5450001,131.029007
86,"836",GIRRAWEEN,HUMPTY DOO LPO,NT,-12.5249996,131.102997
87,"836",HERBERT,HUMPTY DOO LPO,NT,-14.4619999,132.279999
88,"837",MANTON,NOONAMAH CMA,NT,-12.46,130.841995
89,"838",BERRY SPRINGS,DARWIN DELIVERY CENTRE,NT,-12.7089996,130.994995
90,"840",DUNDEE BEACH,DARWIN DELIVERY CENTRE,NT,-12.717,130.350998
91,"840",DUNDEE DOWNS,DARWIN DELIVERY CENTRE,NT,-12.7709999,130.526993
92,"840",DUNDEE FOREST,DARWIN DELIVERY CENTRE,NT,-12.7489996,130.524002
93,"841",DARWIN RIVER,DARWIN DELIVERY CENTRE,NT,-12.8009996,130.955002
94,"845",BATCHELOR,BATCHELOR,NT,-13.0380001,131.072006
95,"846",ADELAIDE RIVER,ADELAIDE RIVER,NT,-13.2259998,131.098007
96,"847",PINE CREEK,PINE CREEK,NT,-13.8240004,131.835007
97,"850",KATHERINE,KATHERINE POST SHOP,NT,-14.4639997,132.261993
98,"851",KATHERINE,KATHERINE POST SHOP,NT,-14.4639997,132.261993
99,"852",BESWICK,KATHERINE POST SHOP,NT,-1.49199998,133.063995
100,"852",DALY WATERS,KATHERINE POST SHOP,NT,-16.2520008,133.367004
101,"852",KATHERINE,KATHERINE POST SHOP,NT,-14.4639997,132.261993
102,"852",LAJAMANU,KATHERINE POST SHOP,NT,-19.1410007,130.050995
103,"852",LARRIMAH,KATHERINE POST SHOP,NT,-1.56200004,132.944
104,"852",MANBULLOO,KATHERINE POST SHOP,NT,-12.3599997,130.880005
105,"852",NUMBULWAR,KATHERINE POST SHOP,NT,-1.46500003,13.4779997
106,"852",WAVE HILL,KATHERINE POST SHOP,NT,-17.4500008,130.102997
107,"854",BORROLOOLA,KATHERINE POST SHOP,NT,-1.68099999,13.7139997
108,"860",TENNANT CREEK,TENNANT CREEK POST SHOP,NT,-19.6480007,134.186005
109,"861",BRUNCHILLY,TENNANT CREEK POST SHOP,NT,-1.89400005,134.317993
110,"861",TENNANT CREEK,TENNANT CREEK POST SHOP,NT,-19.6480007,134.186005
111,"862",AVON DOWNS,TENNANT CREEK POST SHOP,NT,-20.2310009,137.761993
112,"862",CRESSWELL DOWNS,TENNANT CREEK POST SHOP,NT,-17.9389992,135.587997
113,"862",ELLIOTT,TENNANT CREEK POST SHOP,NT,-23.684,133.869003
114,"862",HELEN SPRINGS,TENNANT CREEK POST SHOP,NT,-18.4090004,133.882004
115,"862",MUCKATY STATION,TENNANT CREEK POST SHOP,NT,-18.6289997,133.906006
116,"862",NEWCASTLE WATERS,TENNANT CREEK POST SHOP,NT,-1.75399995,133.537994
117,"862",RENNER SPRINGS,TENNANT CREEK POST SHOP,NT,-23.6949997,133.889008
118,"862",TENNANT CREEK,TENNANT CREEK POST SHOP,NT,-19.6480007,134.186005
119,"862",WARREGO,TENNANT CREEK POST SHOP,NT,-19.5119991,134.067993
120,"862",WOLLOGORANG STATION,TENNANT CREEK POST SHOP,NT,-17.1420002,137.591003
121,"870",ALICE SPRINGS,ALICE SPRINGS DC,NT,-12.4359999,13.0839996
122,"871",ALICE SPRINGS,ALICE SPRINGS DC,NT,-12.4359999,13.0839996
123,"872",ALI CURUNG,ALICE SPRINGS DC,NT,-20.9979992,1.34300005
124,"872",ALICE SPRINGS,ALICE SPRINGS DC,NT,-12.4359999,13.0839996
125,"872",AMATA,ALICE SPRINGS DC,NT,-25.9619999,131.606003
126,"872",AMOONGUNA,ALICE SPRINGS DC,NT,-23.7469997,133.925995
127,"872",AREYONGA,ALICE SPRINGS DC,NT,-24.1660004,132.285995
128,"872",ERLDUNDA,ALICE SPRINGS DC,NT,-12.3640003,130.876007
129,"872",FINKE,ALICE SPRINGS DC,NT,-25.698,134.339005
130,"872",GIBSON DESERT NORTH,ALICE SPRINGS DC,WA,-22.5900002,125.664001
131,"872",HAASTS BLUFF,ALICE SPRINGS DC,NT,-23.5090008,132.184998
132,"872",KINTORE,ALICE SPRINGS DC,NT,-12.4860001,130.990997
133,"872",SANTA TERESA,ALICE SPRINGS DC,NT,-24.7299995,135.332001
134,"872",TI TREE,ALICE SPRINGS DC,NT,-12.4770002,131.067993
135,"872",ULURU,ALICE SPRINGS DC,NT,-12.4860001,130.992004
136,"872",WILLOWRA,ALICE SPRINGS DC,NT,-21.7169991,133.029999
137,"872",YUELAMU,ALICE SPRINGS DC,NT,-22.3910007,13.2110004
138,"872",YUENDUMU,ALICE SPRINGS DC,NT,-2.2249999,131.807999
139,"872",YULARA,ALICE SPRINGS DC,NT,-25.2420006,13.0979996
140,"880",GOVE,NHULUNBUY,NT,-12.3780003,130.871002
141,"880",NHULUNBUY,NHULUNBUY,NT,-1.21800005,136.783005
142,"881",NHULUNBUY,NHULUNBUY,NT,-1.21800005,136.783005
143,"886",JABIRU,JABIRU,NT,-12.3809996,130.893005
144,"906",WINNELLIE,DARWIN MC,NT,-12.4259996,130.882004
145,"907",WINNELLIE,DARWIN MC,NT,-12.4259996,130.882004
146,"1001",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
147,"1002",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
148,"1003",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
149,"1004",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
150,"1005",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
151,"1006",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
152,"1007",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
153,"1008",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
154,"1009",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
155,"1010",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
156,"1011",SYDNEY,SYDNEY WEST LETTERS FACILITY,NSW,-33.7939987,151.268005
157,"1020",SYDNEY,NULL,NSW,-33.7939987,151.268005
158,"1021",SYDNEY,NULL,NSW,-33.7939987,151.268005
159,"1022",SYDNEY,SYDNEY GPO,NSW,-33.7939987,151.268005
160,"1023",SYDNEY,NULL,NSW,-33.7939987,151.268005
161,"1025",SYDNEY,NULL,NSW,-33.7939987,151.268005
162,"1026",SYDNEY,NULL,NSW,-33.7939987,151.268005
163,"1027",SYDNEY,NULL,NSW,-33.7939987,151.268005
164,"1028",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
165,"1029",SYDNEY,NULL,NSW,-33.7939987,151.268005
166,"1030",SYDNEY,NULL,NSW,-33.7939987,151.268005
167,"1031",SYDNEY,NULL,NSW,-33.7939987,151.268005
168,"1032",SYDNEY,NULL,NSW,-33.6619987,150.873993
169,"1033",SYDNEY,NULL,NSW,-33.7939987,151.268005
170,"1034",SYDNEY,NULL,NSW,-33.7939987,151.268005
171,"1035",SYDNEY,NULL,NSW,-33.7939987,151.268005
172,"1036",SYDNEY,NULL,NSW,-33.7939987,151.268005
173,"1037",SYDNEY,NULL,NSW,-33.7939987,151.268005
174,"1038",SYDNEY,NULL,NSW,-33.7939987,151.268005
175,"1039",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
176,"1040",SYDNEY,NULL,NSW,-33.7939987,151.268005
177,"1041",SYDNEY,NULL,NSW,-33.7939987,151.268005
178,"1042",SYDNEY,NULL,NSW,-33.7939987,151.268005
179,"1043",SYDNEY,NULL,NSW,-33.7939987,151.268005
180,"1044",SYDNEY,NULL,NSW,-33.7939987,151.268005
181,"1045",SYDNEY,NULL,NSW,-33.7939987,151.268005
182,"1046",SYDNEY,NULL,NSW,-33.7939987,151.268005
183,"1100",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
184,"1101",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
185,"1105",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
186,"1106",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
187,"1107",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
188,"1108",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
189,"1109",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
190,"1110",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
191,"1112",SYDNEY,NULL,NSW,-33.7939987,151.268005
192,"1113",SYDNEY,NULL,NSW,-33.7939987,151.268005
193,"1114",SYDNEY,NULL,NSW,-33.7939987,151.268005
194,"1115",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
195,"1116",SYDNEY,NULL,NSW,-33.6660004,150.865997
196,"1117",SYDNEY,CITY PBC OPERATIONS,NSW,-33.6640015,15.0869999
197,"1118",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
198,"1119",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
199,"1120",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
200,"1121",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
201,"1122",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
202,"1123",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
203,"1124",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
204,"1125",SYDNEY,NULL,NSW,-33.7939987,151.268005
205,"1126",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
206,"1127",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
207,"1128",SYDNEY,CITY PBC OPERATIONS,NSW,-33.7939987,151.268005
208,"1129",SYDNEY,NULL,NSW,-33.7939987,151.268005
209,"1130",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
210,"1131",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
211,"1132",SYDNEY,EAST SUBS MC,NSW,-3.36599994,150.873993
212,"1133",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
213,"1134",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
214,"1135",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
215,"1136",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
216,"1137",SYDNEY,NULL,NSW,-33.7939987,151.268005
217,"1138",SYDNEY,NULL,NSW,-33.7939987,151.268005
218,"1139",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
219,"1140",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
220,"1141",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
221,"1142",SYDNEY,NULL,NSW,-33.7939987,151.268005
222,"1143",SYDNEY,NULL,NSW,-33.7939987,151.268005
223,"1144",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
224,"1145",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
225,"1146",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
226,"1147",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
227,"1148",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
228,"1149",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
229,"1150",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
230,"1151",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
231,"1152",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
232,"1153",SYDNEY,NULL,NSW,-33.7939987,151.268005
233,"1154",SYDNEY,GPO BOX CENTRE,NSW,-33.7939987,151.268005
234,"1155",SYDNEY,NULL,NSW,-33.7939987,151.268005
235,"1156",SYDNEY,NULL,NSW,-33.7939987,151.268005
236,"1157",SYDNEY,NULL,NSW,-33.7939987,151.268005
237,"1158",SYDNEY,NULL,NSW,-33.7939987,151.268005
238,"1159",SYDNEY,NULL,NSW,-33.7939987,151.268005
239,"1160",SYDNEY,NULL,NSW,-33.7939987,151.268005
240,"1161",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
241,"1162",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
242,"1163",SYDNEY,NULL,NSW,-33.7939987,151.268005
243,"1164",SYDNEY,NULL,NSW,-33.7939987,151.268005
244,"1165",SYDNEY,NULL,NSW,-33.7939987,151.268005
245,"1166",SYDNEY,NULL,NSW,-33.7939987,151.268005
246,"1167",SYDNEY,NULL,NSW,-33.7939987,151.268005
247,"1168",SYDNEY,NULL,NSW,-33.7939987,151.268005
248,"1169",SYDNEY,NULL,NSW,-33.7939987,151.268005
249,"1170",SYDNEY,NULL,NSW,-33.7939987,151.268005
250,"1171",SYDNEY,NULL,NSW,-33.7939987,151.268005
251,"1172",SYDNEY,NULL,NSW,-33.7939987,151.268005
252,"1173",SYDNEY,NULL,NSW,-33.7939987,151.268005
253,"1174",SYDNEY,NULL,NSW,-33.7939987,151.268005
254,"1175",SYDNEY,NULL,NSW,-33.7939987,151.268005
255,"1176",SYDNEY,NULL,NSW,-33.7939987,151.268005
256,"1177",SYDNEY,NULL,NSW,-33.7939987,151.268005
257,"1178",SYDNEY,NULL,NSW,-33.7939987,151.268005
258,"1179",SYDNEY,NULL,NSW,-33.7939987,151.268005
259,"1180",SYDNEY,NULL,NSW,-33.7939987,151.268005
260,"1181",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
261,"1182",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
262,"1183",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
263,"1184",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
264,"1185",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
265,"1186",SYDNEY,NULL,NSW,-33.7939987,151.268005
266,"1187",SYDNEY,NULL,NSW,-33.7939987,151.268005
267,"1188",SYDNEY,NULL,NSW,-33.7939987,151.268005
268,"1189",SYDNEY,NULL,NSW,-33.7939987,151.268005
269,"1190",SYDNEY,NULL,NSW,-33.7939987,151.268005
270,"1191",SYDNEY,NULL,NSW,-33.7939987,151.268005
271,"1192",SYDNEY,NULL,NSW,-34.7900009,147.684998
272,"1193",SYDNEY,NULL,NSW,-33.7939987,151.268005
273,"1194",SYDNEY,NULL,NSW,-33.7939987,151.268005
274,"1195",SYDNEY,NULL,NSW,-33.7939987,151.268005
275,"1196",SYDNEY,NULL,NSW,-33.7939987,151.268005
276,"1197",SYDNEY,NULL,NSW,-33.7939987,151.268005
277,"1198",SYDNEY,NULL,NSW,-33.7939987,151.268005
278,"1199",SYDNEY,NULL,NSW,-33.7939987,151.268005
279,"1200",SYDNEY,NULL,NSW,-33.7939987,151.268005
280,"1201",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
281,"1202",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
282,"1203",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
283,"1204",SYDNEY,NULL,NSW,-33.7939987,151.268005
284,"1205",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
285,"1206",SYDNEY,NULL,NSW,-33.7939987,151.268005
286,"1207",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
287,"1208",HAYMARKET,NULL,NSW,-29.816,151.658997
288,"1209",AUSTRALIA SQUARE,NULL,NSW,-33.8909988,151.175995
289,"1210",AUSTRALIA SQUARE,EAST SUBS MC,NSW,-33.8909988,151.175995
290,"1211",AUSTRALIA SQUARE,NULL,NSW,-33.8909988,151.175995
291,"1212",AUSTRALIA SQUARE,NULL,NSW,-33.8909988,151.175995
292,"1213",AUSTRALIA SQUARE,NULL,NSW,-33.8909988,151.175995
293,"1214",AUSTRALIA SQUARE,AUSTRALIA SQUARE POST SHOP,NSW,-33.8909988,151.175995
294,"1215",AUSTRALIA SQUARE,AUSTRALIA SQUARE POST SHOP,NSW,-33.8909988,151.175995
295,"1216",GROSVENOR PLACE,NULL,NSW,-33.7410011,151.033997
296,"1217",GROSVENOR PLACE,NULL,NSW,-33.7410011,151.033997
297,"1218",GROSVENOR PLACE,NULL,NSW,-33.7410011,151.033997
298,"1219",GROSVENOR PLACE,GROSVENOR PLACE POST SHOP,NSW,-33.7410011,151.033997
299,"1220",GROSVENOR PLACE,GROSVENOR PLACE POST SHOP,NSW,-33.7410011,151.033997
300,"1221",ROYAL EXCHANGE,NULL,NSW,-3.38599992,151.207001
301,"1222",ROYAL EXCHANGE,NULL,NSW,-3.38599992,151.207001
302,"1223",ROYAL EXCHANGE,NULL,NSW,-3.38599992,151.207001
303,"1224",ROYAL EXCHANGE,ROYAL EXCHANGE POST SHOP,NSW,-3.38599992,151.207001
304,"1225",ROYAL EXCHANGE,ROYAL EXCHANGE POST SHOP,NSW,-3.38599992,151.207001
305,"1226",QUEEN VICTORIA BUILDING,NULL,NSW,-33.8709984,151.205994
306,"1227",QUEEN VICTORIA BUILDING,NULL,NSW,-33.8709984,151.205994
307,"1228",QUEEN VICTORIA BUILDING,NULL,NSW,-33.8709984,151.205994
308,"1229",QUEEN VICTORIA BUILDING,QUEEN VICTORIA BUILD POST SHOP,NSW,-33.8709984,151.205994
309,"1230",QUEEN VICTORIA BUILDING,QUEEN VICTORIA BUILD POST SHOP,NSW,-33.8709984,151.205994
310,"1231",SYDNEY SOUTH,SYDNEY SOUTH-RET,NSW,-33.8149986,151.042007
311,"1232",SYDNEY SOUTH,EAST SUBS MC,NSW,-33.8149986,151.042007
312,"1233",SYDNEY SOUTH,NULL,NSW,-33.8149986,151.042007
313,"1234",SYDNEY SOUTH,SYDNEY SOUTH POST SHOP,NSW,-33.8149986,151.042007
314,"1235",SYDNEY SOUTH,SYDNEY SOUTH POST SHOP,NSW,-33.8149986,151.042007
315,"1236",HAYMARKET,HAYMARKET POST SHOP,NSW,-29.816,151.658997
316,"1237",HAYMARKET,HAYMARKET POST SHOP,NSW,-29.816,151.658997
317,"1238",HAYMARKET,HAYMARKET POST SHOP,NSW,-29.816,151.658997
318,"1239",HAYMARKET,HAYMARKET POST SHOP,NSW,-29.816,151.658997
319,"1240",HAYMARKET,HAYMARKET POST SHOP,NSW,-29.816,151.658997
320,"1291",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
321,"1292",SYDNEY,EAST SUBS MC,NSW,-33.7939987,151.268005
322,"1293",SYDNEY,NULL,NSW,-33.7939987,151.268005
323,"1294",SYDNEY,NULL,NSW,-33.7939987,151.268005
324,"1295",SYDNEY,NULL,NSW,-33.7939987,151.268005
325,"1296",SYDNEY,NULL,NSW,-33.7939987,151.268005
326,"1297",SYDNEY,NULL,NSW,-33.7939987,151.268005
327,"1298",SYDNEY,NULL,NSW,-33.7939987,151.268005
328,"1299",SYDNEY,NULL,NSW,-33.7939987,151.268005
329,"1300",DARLINGHURST,DARLINGHURST POST SHOP,NSW,-33.8769989,151.220001
330,"1335",POTTS POINT,POTTS POINT POST SHOP,NSW,-3.38199997,151.117004
331,"1340",KINGS CROSS,KINGS CROSS POST SHOP,NSW,-35.5369987,148.020996
332,"1355",BONDI JUNCTION,BONDI JUNCTION POST SHOP,NSW,-33.8930016,151.261993
333,"1360",DOUBLE BAY,DOUBLE BAY POST SHOP,NSW,-3.38700008,151.240997
334,"1401",BROADWAY,NULL,NSW,-33.8839989,151.199005
335,"1420",STRAWBERRY HILLS,STRAWBERRY HILLS BC,NSW,-33.7260017,150.931
336,"1422",STRAWBERRY HILLS,NULL,NSW,-33.7260017,150.931
337,"1423",STRAWBERRY HILLS,NULL,NSW,-33.7260017,150.931
338,"1424",STRAWBERRY HILLS,STRAWBERRY HILLS BC,NSW,-33.7260017,150.931
339,"1425",STRAWBERRY HILLS,NULL,NSW,-33.7260017,150.931
340,"1426",STRAWBERRY HILLS,NULL,NSW,-33.7260017,150.931
341,"1427",STRAWBERRY HILLS,STRAWBERRY HILLS BC,NSW,-33.7260017,150.931
342,"1428",STRAWBERRY HILLS,NULL,NSW,-33.7260017,150.931
343,"1429",STRAWBERRY HILLS,NULL,NSW,-33.7260017,150.931
344,"1430",EVELEIGH,ALEXANDRIA DF,NSW,-33.8899994,151.199005
345,"1435",ALEXANDRIA,ALEXANDRIA POST SHOP,NSW,-33.7109985,151.108002
346,"1440",WATERLOO,WATERLOO DELIVERY FACILITY,NSW,-33.9020004,151.057007
347,"1441",WATERLOO,NULL,NSW,-33.9020004,151.057007
348,"1445",ROSEBERY,ROSEBERY POST SHOP,NSW,-34.0830002,151.007004
349,"1450",CAMPERDOWN,CAMPERDOWN BC,NSW,-30.3050003,15.3129997
